Timestamp,Email,Gender,Marital Status,Department,GPA of last semester,CGPA,Class attendance,Self-study per week,Homework on time,Study materials access,Study environment,Library Usage,Interaction with teachers,Peers support,Stress,Current living situation,Financial aid,Employment,Own expenses,Contribution on family,Financial difficulties,Relationship with parents,Parents support,Internet access,Online resource usage,Technology comfort,Motivation,Extracurricular activities,Sleeping hours,Caffeine consumtion,Social media usage,Health condition,Engagement in hobbies,Primary academic goal,Career goal,Challenges in studies,External factors
31/12/2024 12:17:37,,Female,Unmarried,URP,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Rarely,Very supportive,Always,Living alone,"Yes, full scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Mostly motivated,Rarely,Less than 5 hours,Daily,More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
31/12/2024 12:45:15,,Male,Unmarried,Mechanical engineering ,3.26-3.5 (Good),Below 3 (Below Average),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Very supportive,Often,Living with parents/guardians,No,"No, I am not working",,No,Rarely,"Fair (some communication, but distant)",Only financial support,"Yes, reliable access",Frequently,Somewhat comfortable,Sometimes motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, a mental health condition",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
31/12/2024 12:54:06,,Male,Unmarried,EEE,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Never,Somewhat supportive,Sometimes,Living with roommates,No,"Yes, part-time","Yes, partially",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Occasionally (1–2 times a week),2–4 hours,"Yes, a mental health condition",Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
31/12/2024 12:55:51,,Male,Unmarried,EEE,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Frequently (multiple times a week),Frequently,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Never,7–8 hours,Never,1–2 hours,No,Never,"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
31/12/2024 12:57:30,,Female,Unmarried,CE,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Often,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Never,More than 8 hours,Never,1–2 hours,No,Frequently (more than once a week),Passing the course,No,,
31/12/2024 12:59:13,,Female,Unmarried,EEE,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Often,Living in university accommodation (dorms),No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Sometimes motivated,Never,7–8 hours,Occasionally (1–2 times a week),1–2 hours,"Yes, a physical condition",Never,Passing the course,"Yes, I have a specific goal",,
31/12/2024 13:00:55,,Female,Unmarried,CE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Frequently (multiple times a week),Rarely,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially","Yes, occasionally",Occasionally,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,5–6 hours,Regularly (3–5 times a week),1–2 hours,No,Occasionally (once a month),Improving my GPA,No,,
31/12/2024 19:30:23,,Female,Unmarried,Mechanical Engineering,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Always,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Rarely,Somewhat supportive,Always,Living with parents/guardians,"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me","Yes, occasionally",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Sometimes motivated,Sometimes,5–6 hours,Never,2–4 hours,No,Frequently (more than once a week),Improving my GPA,"Yes, I have a specific goal",I can rarely memorize notes and I sometimes suffer from concentration issues.,"I believe family, health and finances play an important role in a person’s academic life. I'm grateful that in my case I don't have any issues with all these factors stated above."
31/12/2024 20:11:31,,Male,Unmarried,IPE ,Below 3 (Below Average),Below 3 (Below Average),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, but with difficulty","Not conducive (noisy, lack of space etc.)",Occasionally (once a month),Frequently,Somewhat supportive,Sometimes,Living alone,No,"Yes, part-time","No, my family supports me",No,,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,,,5–6 hours,Occasionally (1–2 times a week),2–4 hours,No,Never,Improving my GPA,No,,
31/12/2024 21:31:47,,Male,Unmarried,URP,Below 3 (Below Average),Below 3 (Below Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Occasionally,Very supportive,Often,Living with roommates,"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me","Yes, occasionally",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Highly motivated,Rarely,Less than 5 hours,Occasionally (1–2 times a week),2–4 hours,No,Regularly (once a week),Improving my GPA,"Yes, I have a specific goal",Understanding English Language. ,No
01/01/2025 06:39:46,,Female,Married,IPE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Never,Very supportive,Often,Living with roommates,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Never,7–8 hours,Regularly (3–5 times a week),More than 4 hours,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Time management issue,No
01/01/2025 15:02:55,,Female,Unmarried,CSE,3-3.25 (Average),3.51-3.75 (Better),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially","Yes, occasionally",Rarely,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Sometimes motivated,Rarely,5–6 hours,Regularly (3–5 times a week),1–2 hours,"Yes, a physical condition",Occasionally (once a month),Passing the course,"Yes, but it's unclear",,
01/01/2025 15:16:17,,Male,Unmarried,CSE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Somewhat supportive,Often,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, full-time","Yes, fully","Yes, regularly",Occasionally,Good (regular communication),Only mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,5–6 hours,Never,Less than 1 hour,No,Never,Achieving the highest grade,"Yes, but it's unclear",,
01/01/2025 15:25:31,,Male,Unmarried,EEE,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),5–10 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Somewhat supportive,Sometimes,Living alone,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Rarely,Somewhat comfortable,Sometimes motivated,Rarely,7–8 hours,Occasionally (1–2 times a week),2–4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
01/01/2025 15:27:06,,Female,Unmarried,CE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Never,Very supportive,Always,Living in university accommodation (dorms),No,"Yes, part-time","No, my family supports me","Yes, occasionally",Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,7–8 hours,Regularly (3–5 times a week),1–2 hours,"Yes, both physical and mental health conditions",Regularly (once a week),Improving my GPA,"Yes, but it's unclear",,
01/01/2025 15:41:20,,Male,Unmarried,ME,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Very supportive,Sometimes,Living with roommates,"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","No, my family supports me",No,Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,7–8 hours,Regularly (3–5 times a week),2–4 hours,"Yes, a physical condition",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
03/01/2025 07:44:58,,Female,Unmarried,CE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Frequently (multiple times a week),Frequently,Very supportive,Sometimes,Living with roommates,"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Often,More than 8 hours,Regularly (3–5 times a week),1–2 hours,No,Regularly (once a week),Passing the course,No,,
03/01/2025 07:46:39,,Male,Unmarried,ME,3-3.25 (Average),3.26-3.5 (Good),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, always","Not conducive (noisy, lack of space etc.)",Occasionally (once a month),Rarely,Very supportive,Often,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially","Yes, occasionally",Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Occasionally (1–2 times a week),1–2 hours,"Yes, a physical condition",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
03/01/2025 07:52:43,,Female,Married,ETE,3.51-3.75 (Better),3-3.25 (Average),Occasionally (50–75%),5–10 hours,Most of the time,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Regularly (weekly),Rarely,Not supportive,Sometimes,Living alone,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Not motivated,Never,7–8 hours,Regularly (3–5 times a week),2–4 hours,"Yes, both physical and mental health conditions",Regularly (once a week),Achieving the highest grade,"Yes, I have a specific goal",,
03/01/2025 07:53:57,,Female,Unmarried,EEE,3.26-3.5 (Good),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Frequently (multiple times a week),Rarely,Somewhat supportive,Often,Living with parents/guardians,No,"Yes, part-time","No, my family supports me","Yes, occasionally",Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Rarely,Not comfortable,Sometimes motivated,Never,Less than 5 hours,Occasionally (1–2 times a week),2–4 hours,"Yes, both physical and mental health conditions",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
